insult,date,comment,Not an Insult
0,20120609171819z,"when is bush going to be asked to campaign for romney. when he does i'll buy you a dinner. i wonder why bush is not  wanted.""

the better question is why a sitting president like obama is not wanted!

notice he did 7 fundraisers the weekend before the vote all around wisc. never stopped in wisc.

notice no one wants his help campaigning?",Not an Insult
0,,wait till a raptor grabs it in mid air.bad days man.,Not an Insult
0,20120610002525z,have you ever given him props or at least not dissed him out on any thread? i'm not a fan of his movies either but that don't mean i start talking shit on every fucking post..,Insult
0,,"@big_o_other that dynamic has been clear since the teabaggers threw their first tantrum in january of 2009 and rush declared that he wanted the president to fail.

 

they want the economy to suck. they need the economy to suck. this explains their otherwise puzzling legislative choices over the past three years.",Not an Insult
1,20120609233435z,"you are stuck on stupid obviously...give me a break and don't vote.
moron",Insult
0,20120619063951z,"this man's drunk as fuck, he's on drugs, he's a male prostitute.",Not an Insult
1,20120619221729z,who told you that....stupid ask yourself who kick his daughter out of the house at the age 16.....when it's comes protecting weaman you guys the last ppl on earth who can open their mounths..,Not an Insult
0,20120612004703z,"@lets_go_west try big 100
they are dope",Not an Insult
1,20120619103111z,ight ima get in on you mr. army man or w.e. the fuck you are. i have family fighting on battle field right now atleast 20 members are all juggalos. just like me you little ick sucking divk whipped bitch. if you have the time to sit here and talk shit about family then you obviously aren't doing your job fighting for our country your busy trying to start another world war with the juggalo family so shut the fuck up and grow a pair you pussy.,Insult
0,20120529233441z,you are so correct...the red sox are the worst team.,Not an Insult
0,,"headlines going to be in a few months, mark wright reject back home",Not an Insult
0,,"i didn't watch game so this morning watched sky see what fuss was about, i have to say at times football fans have to put there loyalty to respective clubs aside, what ballotelli did was a disgrace he  won;t admit it but that was deliberate and has no place  in football i will be amazed if he isn't banned",Not an Insult
1,20120611091050z,"are you retarded? you think iraq & afghan were avenging deaths? lol.. get yourself checked buddy.. even bush would laugh at you...

there is a reason why we are proud of india.. cuz we are not like us or israel who will or can go to war at the drop of a hat.. on the long run even that is proving costly to them.. 

so wake up.. we are talking about music here not war.. you dumb moron",Insult
0,20120612092607z,"no matter how great your body looks, there's something pathetic, desperate and trashy about a woman that old acting like that!!",Not an Insult
1,20120529090040z,"piiisii ... apparently knows nothing about cold facts

republican trolls make us all sick with their non factual crap

you can cry until 2016 ... your lies mean nothing to intelligent people",Insult
0,20120610200600z,"the bad part of the story is the dumb redneck republicans, like yourself.

not sure if these folks are sociopaths like you, though, so you're probably a downgrade from them...",Not an Insult
1,20120320200133z,you as stupid as you were yesterday.,Insult
0,,"i may never see the light of day again"".....he should never see the light of day again! twisted beyond belief. you couldn't do what he did to a dog, let alone another human being.",Not an Insult
1,20120619024452z,there are a lot of morons posting on this site but you are in a class all by yourself.,Insult
1,20120618204027z,you are a moron.,Insult
0,20120611233921z,how the fuck do you have orange beef but not orange chicken?,Insult
1,20120612023153z,suck my dick yeaah babby pussy,Insult
1,20120515161425z,"autumn..... you are, and idiot. 

red flag #102 - girls with no sense of humor.",Insult
0,20120529213135z,"eli manning, brett favre, john elway",Not an Insult
0,,"if she won't sleep with you, you could probably just force yourself on her and any reasonable judge would take that tattoo as a permission to date rape stamp",Not an Insult
0,20120609174056z,"holder and obama will be hit back from all directions and 1000 times as hard. dozens inside the doj and the wh who have dignity and patriotism will turn on them both like rabid dogs. this administration is goind down and right into federal prison. nothing can stop it now. nothing at all. the people are pissed off and out for heads.

holder = peice of shit

obama = fucked up sociopath",Not an Insult
0,20120611184459z,"so is a skunk half black and half white and they both stink. why do b l a c k people stink, so blind people can h a t e
them too. lol",Not an Insult
0,20120618194105z,"i wonder if that'd stand up in court. ""he might have killed someone, but fuck me he can play cricket!"" he was a prick.",Insult
0,20120530131336z,"they're not. the pg proposal is a list of people who have committed crimes with a gun. not a way to register guns. (is no one else disturbed by the idea of the government maintaining lists of people they don't like. cue '""you know who else had lists of people they don't like"" jokes in 3..2...)",Not an Insult
0,,"@david @cyberduckie you know, if you stick a screw driver in your mouth and bang on your fillings, you might be able to pick up an easy listening channel.",Not an Insult
1,20120619232324z,that's because you're a nobody.,Not an Insult
0,,the korem foundation will never see another dollar from me.,Not an Insult
0,20120620051425z,"i just did it, but for some reason it's not registering, maybe needs some time.",Not an Insult
0,20120609235207z,i could be as effective (ineffective) as huff.,Not an Insult
